,s_id,direction,lane,lat,long,month,state,country,dailytraffic,demandfactor
202,177,1,1,42.756044,114.70397,1,Alabama,USA,10015.67741935484,2.1290470579456118
203,154,5,3,33.53518,86.823564,1,Alabama,USA,15615.387096774191,3.3193854559276024
204,154,5,2,33.53518,86.823564,1,Alabama,USA,13202.09677419355,2.8063888361153504
205,154,5,1,33.53518,86.823564,1,Alabama,USA,12105.193548387097,2.5732185284094227
206,136,1,1,40.253652,80.65189,1,Alabama,USA,17637.58064516129,3.7492460678988175
207,136,1,1,48.914123,111.919684,1,Alabama,USA,17637.58064516129,3.7492460678988175
208,136,1,2,33.34915,86.780337,1,Alabama,USA,18301.90322580645,3.890462081217717
209,136,1,2,40.253652,80.65189,1,Alabama,USA,18301.90322580645,3.890462081217717
210,136,1,2,48.914123,111.919684,1,Alabama,USA,18301.90322580645,3.890462081217717
211,136,1,3,33.34915,86.780337,1,Alabama,USA,13344.16129032258,2.8365876961064362
212,136,1,1,34.33119,84.1225,1,Alabama,USA,17637.58064516129,3.7492460678988175
213,136,5,1,33.34915,86.780337,1,Alabama,USA,7647.129032258064,1.6255612961732397
214,136,5,1,40.253652,80.65189,1,Alabama,USA,7647.129032258064,1.6255612961732397
215,136,5,1,48.914123,111.919684,1,Alabama,USA,7647.129032258064,1.6255612961732397
216,136,5,2,33.34915,86.780337,1,Alabama,USA,11521.32258064516,2.4491042309891986
217,136,5,2,40.253652,80.65189,1,Alabama,USA,11521.32258064516,2.4491042309891986
218,136,5,2,48.914123,111.919684,1,Alabama,USA,11521.32258064516,2.4491042309891986
219,136,5,1,34.33119,84.1225,1,Alabama,USA,7647.129032258064,1.6255612961732397
220,136,1,1,33.34915,86.780337,1,Alabama,USA,17637.58064516129,3.7492460678988175
221,134,5,5,33.389382,86.795555,1,Alabama,USA,9661.516129032258,2.0537624794165152
222,134,1,1,48.943133,110.215097,1,Alabama,USA,11578.41935483871,2.4612413749910664
223,134,1,2,33.389382,86.795555,1,Alabama,USA,16813.58064516129,3.574087194235713
224,134,1,2,34.46553,83.96928,1,Alabama,USA,16813.58064516129,3.574087194235713
225,134,1,3,33.389382,86.795555,1,Alabama,USA,10534.67741935484,2.239371639779533
226,134,1,4,33.389382,86.795555,1,Alabama,USA,12872.870967741936,2.736404829514753
227,134,1,5,33.389382,86.795555,1,Alabama,USA,7973.225806451613,1.6948801598539602
228,134,5,1,33.389382,86.795555,1,Alabama,USA,7884.645161290323,1.6760504437923067
