road num,candidate index,capacity,lat,lon
121,75,0.0,34.80514256858511,-77.98716463177806
121,100,0.0,34.440822913977826,-77.87938635272454
121,125,150.0,34.40313028337696,-77.8788816902665
122,25,0.0,39.464816924033386,-82.25193142673126
122,50,0.0,39.52309263463671,-82.38778342863728
122,75,150.0,39.68091796980278,-82.57580130585777
122,100,50.0,39.86318438476703,-82.84528390168519
124,25,0.0,28.078469051262378,-80.70179723868343
124,50,0.0,28.035751032568058,-80.65659222265184
124,75,150.0,27.72365575931308,-80.544504548816
124,100,13.0,27.549790269128813,-80.46463638587386
125,25,150.0,30.242906589582567,-92.90392574210921
125,50,0.0,30.238972250879836,-92.53656090083686
125,75,15.0,30.251869908718554,-92.28309942529931
125,100,150.0,30.246741356745726,-92.1129046715584
126,25,0.0,30.13128065107682,-93.95887980714407
126,50,0.0,30.108910623001858,-93.77323641343473
126,75,150.0,30.179281982110748,-93.57855177493265
126,100,150.0,30.228527707630256,-93.30024550330589
126,125,80.0,30.238061153808843,-93.27593159351478
127,25,150.0,31.47466457995092,-92.08879971054814
127,50,150.0,31.552733095556793,-91.99711563555532
128,25,0.0,34.20652154323096,-80.05868999199328
128,50,38.0,34.21105140418171,-80.46639296775771
128,75,0.0,34.21659636211287,-80.61786353609166
128,100,0.0,34.17836355191855,-80.71035875613924
128,125,150.0,34.07876865815734,-80.85120176527514
129,25,0.0,35.33617740924615,-83.5659093081666
129,50,43.0,35.226747310055764,-83.72772465164329
129,75,0.0,35.177897267576164,-83.88374266261754
129,100,0.0,35.024526804481084,-84.14622980992004
130,25,0.0,33.74525535087068,-84.71431049291601
130,50,0.0,33.719930337819285,-84.85258549433989
130,75,0.0,33.68240965192055,-85.28476445619708
130,100,0.0,33.65900298986454,-85.41093691097481
130,125,150.0,33.648711278461676,-85.49660283883935
130,150,137.0,33.61251635019143,-85.7862609311664
131,25,0.0,33.43053297058128,-79.1559043936082
131,50,13.0,33.708212927483274,-78.94755462825289
132,25,95.0,34.06160661118862,-78.18269228169476
132,50,0.0,33.98484529923767,-78.37145659659699
132,75,0.0,33.91799509458539,-78.58644639196326
133,25,150.0,35.586565955930666,-80.85941844296454
133,50,69.0,35.35406575341448,-80.8419690468298
135,25,40.0,34.85376470102579,-79.61406290715259
135,50,0.0,34.756135728319826,-79.39823660026568
135,75,0.0,34.632715244459774,-79.18425119463684
136,25,0.0,36.68756085513997,-77.40104248412422
136,50,0.0,36.70858254132613,-77.14116237984346
136,75,0.0,36.637883947041175,-76.88238447526483
136,100,80.0,36.713004164766794,-76.66716030953714
138,25,7.0,36.4447465494555,-82.30761564213435
139,25,0.0,36.50003624693084,-82.44477164775655
139,50,0.0,36.37569104920744,-82.67580037367972
139,75,0.0,36.327645319983894,-82.8183692731151
139,100,24.0,36.225720001994105,-83.05947751797558
139,125,0.0,36.181408064812636,-83.20818292435902
141,25,9.0,38.15321129028134,-87.48445238782072
142,25,0.0,37.75233012651323,-87.38013093161433
142,50,0.0,37.73526398534279,-87.09115465476587
142,75,0.0,37.651384370432424,-87.000937323585
142,100,6.0,37.41690318973077,-86.8241961984343
143,25,0.0,36.83522729060392,-89.76754763154808
143,50,0.0,36.806252465018204,-90.07995575723288
143,75,133.0,36.80152194523381,-90.10754553130438
143,100,0.0,36.792748115169836,-90.42499786465068
144,25,0.0,36.88275078693235,-90.68982453471196
144,50,0.0,37.01607072757069,-90.89858774152844
144,75,0.0,36.95797383507735,-91.04735088668599
144,100,0.0,36.962424987140324,-91.22997674454703
144,125,0.0,37.0017754414816,-91.44442362931589
144,150,132.0,36.9986176967204,-91.68016163540506
145,25,0.0,34.006056526553344,-88.75484241923004
145,50,39.0,33.67540041536518,-88.6689411404263
145,75,0.0,33.56860179125223,-88.66164493197523
146,25,16.0,35.1021146551607,-82.45979964909596
148,25,115.0,39.50274310003052,-92.44270186081805
148,50,0.0,39.15892167011477,-92.33127819622132
149,25,53.0,36.294499992385155,-89.20939836713505
150,25,14.0,34.541486813556965,-88.63754171484953
150,50,0.0,34.81412954860979,-88.56493759696988
151,25,16.0,35.18101208108861,-88.60342785014619
151,50,0.0,35.49290633329241,-88.73618001588451
151,75,0.0,35.63662942540807,-88.85176273324676
152,25,0.0,36.39427161449712,-86.71687058144063
154,25,51.0,36.2732574540471,-93.14958888139641
154,50,0.0,36.09594169082569,-92.95444384790444
154,75,0.0,36.02621536396366,-92.79624679087675
154,100,0.0,35.826136053015276,-92.56110707147761
154,125,0.0,35.55819778540999,-92.45058991669596
154,150,0.0,35.40681510780919,-92.38916681614651
154,175,0.0,35.18938998963005,-92.39595113399287
155,25,0.0,37.154885826058674,-84.30861687340082
155,50,134.0,37.1287182057226,-84.54879235304885
156,25,0.0,40.09263995954577,-84.23329427490029
156,50,131.0,40.356618814274036,-84.16645415593864
156,75,0.0,40.586494603995256,-84.1630255197586
157,25,35.0,38.666818557784765,-93.25162294200037
157,50,0.0,38.43586826475514,-93.30161916072474
157,75,0.0,38.23339233976014,-93.3565166958816
157,100,0.0,37.95644048104208,-93.20999500843294
159,25,0.0,43.75998844436473,-84.55492471681379
159,50,71.0,43.65866289865609,-84.24191710373523
159,75,0.0,43.59612822886171,-84.10651028142483
166,25,0.0,41.943079422365585,-103.76856143845818
166,50,51.0,42.023521477051396,-104.08148620216292
167,25,150.0,41.74542340331129,-106.91203515306773
167,50,22.0,41.735267246911576,-106.59511373116976
167,75,150.0,41.75647757222853,-106.4803438415896
167,100,150.0,41.63179690499236,-106.2803613949174
167,125,0.0,41.53687591259133,-106.07572357287539
167,150,0.0,41.4361249722535,-105.92986635099803
167,175,0.0,41.35324478294012,-105.70889900144795
167,200,0.0,41.26234673457915,-105.46630190122656
167,225,0.0,41.13812070270881,-105.35837900421592
167,250,0.0,41.099543060001714,-105.0990845616371
167,275,0.0,41.11227482206912,-104.93216494286781
168,25,150.0,39.179171365080116,-103.90576533395435
168,50,150.0,39.099073260471236,-104.1851785176741
168,75,150.0,39.08021526716614,-104.24005487462074
168,100,150.0,38.973759087788686,-104.54679192024146
168,125,150.0,38.85230362459829,-104.68334100995979
169,25,0.0,33.0590122044902,-97.02720888210976
170,25,0.0,34.635319963257075,-92.45930240382047
170,50,0.0,34.514327089950186,-92.69543974921596
170,75,0.0,34.34206589759031,-92.90810078341187
170,100,0.0,34.21006282569484,-93.03947882208222
170,125,14.0,33.99240578365394,-93.19047351837067
170,150,150.0,33.779026913820346,-93.47066678905183
170,175,150.0,33.7518972626255,-93.51200796377896
170,200,0.0,33.625157700750734,-93.743176643443
170,225,0.0,33.5518077595373,-93.89383988591584
171,25,150.0,31.859306570172798,-94.68193324209125
171,50,150.0,32.037497764068675,-94.73266103856581
172,25,150.0,34.54137270520801,-96.83963838164172
172,50,150.0,34.51099691357582,-97.00173436353043
173,25,150.0,33.13818738865931,-96.6600889253104
173,50,0.0,33.35647299685796,-96.58972726359336
173,75,79.0,33.59215975800004,-96.60442823195798
174,25,150.0,30.65367751151864,-100.91522737008543
174,50,150.0,30.706587867347753,-101.1505473918797
174,75,150.0,30.68381148489013,-101.2779479932137
174,100,150.0,30.745232559028068,-101.65062811945342
174,125,150.0,30.72985679664199,-101.75101212138983
174,150,150.0,30.79825806464279,-101.96900138471788
174,175,150.0,30.889078364947046,-102.1509082270178
174,200,150.0,30.86763320270665,-102.54670747041276
174,225,150.0,30.872913432921514,-102.60770931449932
175,25,150.0,31.55034055994779,-100.53571506535593
175,50,150.0,31.753548904293883,-100.83308835165174
175,75,150.0,31.834822618397112,-100.97101089835164
175,100,150.0,31.976594567628112,-101.25510227059478
175,125,150.0,32.11290531727975,-101.41820204840738
176,25,138.0,34.26931316180813,-102.81236234628483
176,50,150.0,34.06644824568006,-102.5396100375555
176,75,150.0,34.03670729259231,-102.5042289303402
176,100,150.0,33.919794506959306,-102.33480773140404
176,125,150.0,33.666511939287815,-101.9885694172116
176,150,149.0,33.61981187296514,-101.9209516361754
177,25,150.0,32.38588126020991,-98.16220339851813
177,50,150.0,32.1598869635561,-98.14799944957609
177,75,150.0,31.96142373110774,-98.03742620973426
177,100,150.0,31.671757785409053,-98.13493919724904
177,125,150.0,31.34220059084045,-98.16671390933065
177,150,150.0,31.171290384363928,-98.16929579183329
178,25,97.0,31.28020217903806,-96.87789383786492
178,50,150.0,31.229623925882947,-96.80838065418236
178,75,0.0,31.0651326056647,-96.7136739957854
179,25,150.0,29.691390633660795,-96.64748458008907
180,25,150.0,26.569033166051252,-97.76725684579439
180,50,150.0,26.850747508987272,-97.77845723815174
180,75,150.0,26.992139775488106,-97.78694333804918
180,100,150.0,27.242516653387863,-97.7909902379928
180,125,150.0,27.50811603456994,-97.85101929503902
180,150,120.0,27.771095754321298,-97.67108822572047
182,25,136.0,28.882893052427594,-96.83442540637975
182,50,150.0,29.06111800118251,-96.49674234121
182,75,150.0,29.12326337562756,-96.39235359313514
182,100,150.0,29.242696066957528,-96.20437336721493
182,125,150.0,29.435913712668434,-96.03053335422257
183,25,0.0,29.821629861776017,-96.69780327289111
183,50,0.0,29.92854312008829,-96.88833216439677
183,75,0.0,30.027431513373696,-97.15508353390658
183,100,0.0,30.10571550526586,-97.32246867128771
183,125,0.0,30.12164483037942,-97.43408669489509
183,150,0.0,30.211857723173686,-97.73026613665522
203,25,150.0,42.45927939663305,-122.72940067829808
203,50,150.0,42.39706517161659,-122.52421102655212
203,75,150.0,42.39103528165182,-122.46570883303527
203,100,150.0,42.40863756017518,-122.05285584496873
203,125,150.0,42.25661038736393,-121.88000786621456
204,25,105.0,39.24306668924556,-119.57794147661282
204,50,150.0,39.38034470839376,-119.32295868234736
204,75,150.0,39.43330160102413,-119.14014842739677
205,25,150.0,37.7875781640605,-117.23811043414345
205,50,150.0,37.66366046124428,-117.20995110715393
205,75,150.0,37.557118972973555,-117.19603569026637
205,100,150.0,37.25084627753953,-117.0007034085091
205,125,150.0,37.052449959259924,-116.77030563668713
205,150,150.0,36.87811548885305,-116.75474311113096
205,175,150.0,36.70443255774169,-116.57395748629737
205,200,150.0,36.63212356373046,-116.34484038044825
205,225,150.0,36.56943370884002,-116.16082707420645
205,250,150.0,36.56968189679024,-115.7866912062625
205,275,150.0,36.48427208219998,-115.48141956303628
205,300,150.0,36.35467621658193,-115.3433566415901
206,25,50.0,36.447986983507136,-121.9072160847593
206,50,150.0,36.23476921636352,-121.77816326459818
206,75,0.0,36.00242312718665,-121.48480080465241
206,100,0.0,35.88493825638891,-121.42963632452107
207,25,46.0,42.480406216170906,-96.2301107399115
207,50,150.0,42.47557617600812,-95.60558308050794
207,75,0.0,42.48145304056619,-95.83058303787394
207,100,0.0,42.47878041818221,-95.1890392625403
207,125,0.0,42.47585713470294,-95.4141320904439
210,25,24.0,29.89580829544516,-93.94500964709685
211,25,150.0,40.59071397050498,-124.15079410808073
211,50,150.0,40.805745357642024,-124.09880658638608
212,25,150.0,39.06061897936068,-119.94405867141015
212,50,150.0,38.87066247354271,-120.01434521628617
212,75,150.0,38.780366683243535,-120.29364225896863
212,100,14.0,38.758003438833384,-120.35586034716556
212,125,0.0,38.741420098020946,-120.7222564256191
212,150,150.0,38.7268239036924,-120.83455748438192
212,175,0.0,38.641439124000726,-121.18830413075658
212,200,150.0,38.57185677229446,-121.3487281609227
213,25,150.0,37.82276642308949,-120.15602147842093
213,50,0.0,37.817405183912975,-119.94078927071281
213,75,40.0,37.77857481307746,-119.74168914909873
213,100,150.0,37.84066844821219,-119.58263991337763
213,125,150.0,37.87214858830067,-119.36504592528337
213,150,150.0,37.94876095386549,-119.22104723486052
214,25,150.0,39.38369114510678,-118.60790870246089
214,50,150.0,39.29049248524411,-118.44011040500757
214,75,150.0,39.290855906265406,-118.05580250593249
214,100,150.0,39.2971348921599,-117.95395390057543
214,125,150.0,39.5440738966433,-117.68981967191273
214,150,150.0,39.55235398740722,-117.66049212071187
214,175,150.0,39.48292048078048,-117.34945770570557
214,200,150.0,39.47260801362272,-117.25277866048059
214,225,150.0,39.42198037985849,-116.96700629530162
214,250,150.0,39.41985875179262,-116.76039772738696
214,275,150.0,39.4821841168574,-116.54627224085027
214,300,150.0,39.565191877794646,-116.18700049813812
214,325,150.0,39.58339670116772,-116.09479768470747
214,350,150.0,39.40690876523186,-115.91681775951548
214,375,150.0,39.3903473494643,-115.71321501117255
214,400,150.0,39.38487395709355,-115.49185103643862
214,425,150.0,39.418146708393856,-115.17936761488238
214,450,150.0,39.333315138682295,-115.00879369869769
214,475,150.0,39.24403741221692,-114.8948107858813
215,25,150.0,38.09732827087554,-117.34061505919057
215,50,150.0,38.103711672427636,-117.60041224545124
215,75,67.0,38.023487542155024,-117.81148733021203
216,25,150.0,37.669063160210705,-118.40411916268177
216,50,150.0,37.83074863022651,-118.47388059053222
217,25,150.0,32.70559024013781,-111.47126679269326
217,50,17.0,32.51758478629036,-111.28391051827029
217,75,150.0,32.40431602943365,-111.15163221606161
217,100,0.0,32.24916475915505,-110.98506908873473
222,25,0.0,32.72327961485468,-102.94661480964453
222,50,0.0,32.69966553940631,-103.12084832634919
222,75,0.0,32.69457416744814,-103.22791465801001
222,100,0.0,32.68013571316449,-103.41155159494821
222,125,150.0,32.60926039661087,-103.56810179714452
222,150,98.0,32.524564011621585,-104.00086323918526
222,175,150.0,32.4168174239669,-104.2249717915981
223,25,0.0,44.901259600846394,-103.73873746391564
223,50,0.0,45.32305688895745,-103.55141519957964
223,75,56.0,45.40673137800167,-103.55360554233894
223,100,0.0,45.69233709990909,-103.48542460893923
223,125,0.0,45.90504770209673,-103.37949234501644
223,150,0.0,45.98253741593043,-103.41248764033668
224,25,109.0,38.40371170504679,-92.3456632995013
224,50,0.0,38.326420309086124,-92.5661433042994
224,75,0.0,38.120074105070934,-92.66317990250347
224,100,0.0,37.98923347462353,-92.84282637346922
224,125,0.0,37.92560231107329,-93.07870180295396
225,25,149.0,35.48225125874599,-94.95988815360188
225,50,0.0,35.42483953035358,-94.71642003080558
225,75,0.0,35.39879239687551,-94.52967261192856
226,25,0.0,33.02707706946882,-83.90716377604932
226,50,0.0,33.129858224157,-84.02342433738204
226,75,150.0,33.37962534450431,-84.14501228392893
226,100,35.0,33.57766089823077,-84.35611907882263
227,25,0.0,26.749076883732524,-80.10238094307176
228,25,150.0,27.12967519407092,-80.28118676251151
228,50,150.0,27.0159683961013,-80.22520814222659
229,25,0.0,27.90800491841048,-81.77367303778982
229,50,0.0,27.85807070436222,-81.58662558656395
229,75,0.0,27.64213799797317,-81.53117676230463
229,100,0.0,27.477639994277354,-81.45683693405142
229,125,0.0,27.24821914368881,-81.34028132109306
229,150,0.0,27.136092181693776,-81.33391276482645
229,175,0.0,26.877517605534894,-81.22524528961763
229,200,0.0,26.763062975949282,-81.07172407002669
229,225,0.0,26.740117138701454,-80.89242567732252
230,25,0.0,28.632725967107866,-81.7785725648574
230,50,0.0,28.784585546939425,-81.97951410643233
231,25,41.0,32.382245325615656,-81.0208875136512
233,25,0.0,31.257037460519825,-82.64219791098112
233,50,0.0,31.272376761315623,-82.73250444776791
233,75,0.0,31.29920087994221,-82.82389795354
233,100,0.0,31.399328086016155,-83.23295032891843
233,125,35.0,31.454318023831163,-83.50447160465208
234,25,0.0,31.131205205755826,-83.4360446985945
234,50,65.0,31.243107050769538,-83.46431495568163
235,25,130.0,30.471611785660766,-82.96709871820993
235,50,0.0,30.60154094353997,-83.12704684092805
235,75,0.0,30.753252933569037,-83.28291162292908
236,25,0.0,34.98797800116846,-85.49267134479376
242,25,10.0,45.52120932194516,-67.56952127114869
244,25,150.0,43.26301576849352,-71.76700772937838
244,50,150.0,43.35125867675552,-71.91775338266764
244,75,150.0,43.51090756954725,-72.1396410311131
244,100,150.0,43.6394555977239,-72.27757775625395
245,25,0.0,42.915013999518756,-73.19844352201136
246,25,61.0,43.08068980510507,-75.42619553375064
246,50,150.0,43.08214524510663,-75.75416596775247
246,75,0.0,43.09544508745607,-76.1330765837467
246,100,0.0,43.09276035968917,-75.90487472356195
248,25,0.0,42.82552811209069,-77.73894050159957
248,50,63.0,42.65265376409893,-77.80166408574782
248,75,150.0,42.52549506273443,-77.56498699618473
249,25,0.0,41.96582034321281,-75.27268608567408
249,50,0.0,41.98500741000497,-75.08147230063184
249,75,17.0,41.858656576425,-74.77546979198098
