new_ev,capacity
new_ev_2168_6,150.0
new_ev_2168_7,150.0
new_ev_2169_0,150.0
new_ev_2169_1,150.0
new_ev_2169_2,150.0
new_ev_2169_3,150.0
new_ev_2169_4,150.0
new_ev_2169_5,150.0
new_ev_2169_6,150.0
new_ev_2169_7,150.0
new_ev_2169_8,150.0
new_ev_216_0,150.0
new_ev_216_1,150.0
new_ev_2170_0,150.0
new_ev_2170_1,150.0
new_ev_2170_2,150.0
new_ev_2170_3,135.0
new_ev_2172_0,0.0
new_ev_2172_1,0.0
new_ev_2172_2,8.0
new_ev_2173_0,16.0
new_ev_2173_1,0.0
new_ev_2175_0,0.0
new_ev_2175_1,150.0
new_ev_2175_2,12.0
new_ev_2175_3,0.0
new_ev_2175_4,0.0
new_ev_2176_0,54.0
new_ev_2179_0,56.0
new_ev_2179_1,0.0
new_ev_217_0,150.0
new_ev_217_1,17.0
new_ev_217_2,150.0
new_ev_217_3,0.0
new_ev_2180_0,24.0
new_ev_2181_0,131.0
new_ev_2181_1,0.0
new_ev_2182_0,60.0
new_ev_2182_1,0.0
new_ev_2182_2,150.0
new_ev_2183_0,150.0
new_ev_2184_0,14.0
new_ev_2185_0,150.0
new_ev_2185_1,150.0
new_ev_2185_2,150.0
new_ev_2185_3,150.0
new_ev_2185_4,150.0
new_ev_2185_5,150.0
new_ev_2186_0,0.0
new_ev_2186_1,29.0
new_ev_2186_2,0.0
new_ev_2190_0,0.0
new_ev_2190_1,0.0
new_ev_2190_2,44.0
new_ev_2190_3,150.0
new_ev_2192_0,7.0
new_ev_2192_1,0.0
new_ev_2193_0,77.0
new_ev_2195_0,120.0
new_ev_2196_0,150.0
new_ev_2196_1,150.0
new_ev_2196_2,150.0
new_ev_2196_3,150.0
new_ev_2196_4,150.0
new_ev_2198_0,0.0
new_ev_2198_1,0.0
new_ev_2198_2,0.0
new_ev_2198_3,0.0
new_ev_2198_4,0.0
new_ev_2198_5,0.0
new_ev_2198_6,0.0
new_ev_2198_7,0.0
new_ev_2198_8,0.0
new_ev_2199_0,135.0
new_ev_2199_1,150.0
new_ev_2199_2,150.0
new_ev_2199_3,150.0
new_ev_2199_4,150.0
new_ev_2199_5,150.0
new_ev_2200_0,0.0
new_ev_2200_1,99.0
new_ev_2200_2,0.0
new_ev_2200_3,0.0
new_ev_2201_0,78.0
new_ev_2202_0,0.0
new_ev_2202_1,9.0
new_ev_2202_2,0.0
new_ev_2205_0,3.0
new_ev_2205_1,149.0
new_ev_2208_0,16.0
new_ev_2209_0,0.0
new_ev_2209_1,0.0
new_ev_2209_2,147.0
new_ev_2210_0,126.0
new_ev_2211_0,0.0
new_ev_2211_1,107.0
new_ev_2212_0,15.0
new_ev_2212_1,150.0
new_ev_2212_2,0.0
new_ev_2213_0,98.0
new_ev_2213_1,0.0
new_ev_2215_0,38.0
new_ev_2217_0,2.0
new_ev_2217_1,0.0
new_ev_2217_2,0.0
new_ev_2217_3,0.0
new_ev_2217_4,0.0
new_ev_2217_5,0.0
new_ev_2218_0,30.0
new_ev_2219_0,0.0
new_ev_2219_1,0.0
new_ev_2219_2,0.0
new_ev_2219_3,0.0
new_ev_2220_0,0.0
new_ev_2220_1,0.0
new_ev_2220_2,0.0
new_ev_2224_0,7.0
new_ev_2224_1,0.0
new_ev_2225_0,0.0
new_ev_2225_1,18.0
new_ev_2226_0,33.0
new_ev_2226_1,0.0
new_ev_2226_2,0.0
new_ev_2227_0,52.0
new_ev_2228_0,87.0
new_ev_2228_1,0.0
new_ev_2229_0,150.0
new_ev_2229_1,150.0
new_ev_2229_2,150.0
new_ev_2229_3,150.0
new_ev_2229_4,67.0
new_ev_222_0,0.0
new_ev_222_1,0.0
new_ev_222_2,0.0
new_ev_222_3,0.0
new_ev_222_4,150.0
new_ev_222_5,98.0
new_ev_222_6,150.0
new_ev_2230_0,0.0
new_ev_2230_1,0.0
new_ev_2230_2,35.0
new_ev_2231_0,0.0
new_ev_2231_1,150.0
new_ev_2231_2,150.0
new_ev_2231_3,147.0
new_ev_2232_0,0.0
new_ev_2232_1,40.0
new_ev_2233_0,140.0
new_ev_2233_1,0.0
new_ev_2233_2,0.0
new_ev_2233_3,0.0
new_ev_2234_0,83.0
new_ev_2235_0,150.0
new_ev_2235_1,150.0
new_ev_2235_2,150.0
new_ev_2235_3,113.0
new_ev_2236_0,0.0
new_ev_2236_1,0.0
new_ev_2236_2,0.0
new_ev_2236_3,0.0
new_ev_2237_0,0.0
new_ev_2237_1,0.0
new_ev_2237_2,0.0
new_ev_2239_0,0.0
new_ev_2239_1,0.0
new_ev_2239_2,0.0
new_ev_2239_3,0.0
new_ev_223_0,0.0
new_ev_223_1,0.0
new_ev_223_2,56.0
new_ev_223_3,0.0
new_ev_223_4,0.0
new_ev_223_5,0.0
new_ev_2243_0,0.0
new_ev_2245_0,0.0
new_ev_2245_1,0.0
new_ev_2245_2,64.0
new_ev_2246_0,0.0
new_ev_2248_0,69.0
new_ev_2249_0,150.0
new_ev_2249_1,150.0
new_ev_2249_2,144.0
new_ev_224_0,109.0
new_ev_224_1,0.0
new_ev_224_2,0.0
new_ev_224_3,0.0
new_ev_224_4,0.0
new_ev_2250_0,0.0
new_ev_2250_1,0.0
new_ev_2250_2,0.0
new_ev_2250_3,66.0
new_ev_2251_0,0.0
new_ev_2251_1,72.0
new_ev_2251_2,0.0
new_ev_2251_3,0.0
new_ev_2251_4,0.0
new_ev_2254_0,150.0
new_ev_2254_1,150.0
new_ev_2254_2,150.0
new_ev_2254_3,150.0
new_ev_2254_4,150.0
new_ev_2254_5,150.0
new_ev_2255_0,150.0
new_ev_2255_1,150.0
new_ev_225_0,149.0
new_ev_225_1,0.0
new_ev_225_2,0.0
new_ev_2262_0,5.0
new_ev_2265_0,4.0
new_ev_2267_0,0.0
new_ev_2268_0,0.0
new_ev_2268_1,0.0
new_ev_2268_2,13.0
new_ev_2269_0,0.0
new_ev_2269_1,0.0
new_ev_226_0,0.0
new_ev_226_1,0.0
new_ev_226_2,150.0
new_ev_226_3,35.0
new_ev_2270_0,150.0
new_ev_2270_1,0.0
new_ev_2270_2,0.0
new_ev_2271_0,150.0
new_ev_2273_0,5.0
new_ev_2273_1,0.0
new_ev_2274_0,5.0
new_ev_2276_0,26.0
new_ev_2276_1,0.0
new_ev_2276_2,0.0
new_ev_2276_3,0.0
new_ev_2276_4,0.0
new_ev_2277_0,150.0
new_ev_227_0,0.0
new_ev_2280_0,128.0
new_ev_2282_0,0.0
new_ev_2282_1,0.0
new_ev_2282_2,0.0
new_ev_2282_3,0.0
new_ev_2282_4,0.0
new_ev_2282_5,0.0
new_ev_2283_0,120.0
new_ev_2283_1,150.0
new_ev_2283_2,150.0
new_ev_2283_3,150.0
new_ev_2283_4,150.0
new_ev_2283_5,150.0
new_ev_2285_0,0.0
new_ev_2286_0,46.0
new_ev_2288_0,0.0
new_ev_2288_1,0.0
new_ev_2289_0,0.0
new_ev_2289_1,11.0
new_ev_2289_2,0.0
new_ev_228_0,150.0
new_ev_228_1,150.0
new_ev_2290_0,96.0
new_ev_2290_1,0.0
new_ev_2290_2,0.0
new_ev_2290_3,0.0
new_ev_2291_0,59.0
new_ev_2292_0,150.0
new_ev_2292_1,150.0
new_ev_2292_2,150.0
new_ev_2292_3,150.0
new_ev_2292_4,150.0
new_ev_2293_0,150.0
new_ev_2293_1,150.0
new_ev_2293_2,150.0
new_ev_2293_3,150.0
new_ev_2293_4,150.0
new_ev_2293_5,150.0
new_ev_2293_6,150.0
new_ev_2294_0,150.0
new_ev_2295_0,150.0
new_ev_2295_1,150.0
new_ev_2295_2,150.0
new_ev_2296_0,150.0
new_ev_2296_1,150.0
new_ev_2296_2,150.0
new_ev_2297_0,150.0
new_ev_2297_1,150.0
new_ev_2297_2,150.0
new_ev_2297_3,150.0
new_ev_2297_4,150.0
new_ev_2299_0,0.0
new_ev_229_0,0.0
new_ev_229_1,0.0
new_ev_229_2,0.0
new_ev_229_3,0.0
new_ev_229_4,0.0
new_ev_229_5,0.0
new_ev_229_6,0.0
new_ev_229_7,0.0
new_ev_229_8,0.0
new_ev_2300_0,0.0
new_ev_2301_0,0.0
new_ev_2301_1,100.0
new_ev_2301_2,150.0
new_ev_2301_3,150.0
new_ev_2301_4,150.0
new_ev_2301_5,150.0
new_ev_2302_0,0.0
new_ev_2302_1,0.0
new_ev_2302_2,29.0
new_ev_2302_3,0.0
new_ev_2303_0,0.0
new_ev_2303_1,24.0
new_ev_2303_2,0.0
new_ev_2304_0,7.0
new_ev_2304_1,0.0
new_ev_2305_0,13.0
new_ev_2305_1,0.0
new_ev_2305_2,0.0
new_ev_2305_3,0.0
new_ev_2306_0,150.0
new_ev_2306_1,150.0
new_ev_2306_2,150.0
new_ev_2307_0,0.0
new_ev_2307_1,0.0
new_ev_2307_2,0.0
new_ev_2307_3,7.0
new_ev_2308_0,0.0
new_ev_2308_1,143.0
new_ev_2308_2,0.0
new_ev_2308_3,0.0
new_ev_2308_4,0.0
new_ev_230_0,0.0
new_ev_230_1,0.0
new_ev_2310_0,150.0
new_ev_2311_0,150.0
new_ev_2312_0,150.0
new_ev_2312_1,0.0
new_ev_2312_2,36.0
new_ev_2312_3,0.0
new_ev_2313_0,0.0
new_ev_2313_1,0.0
new_ev_2313_2,150.0
new_ev_2313_3,38.0
new_ev_2314_0,119.0
new_ev_2314_1,0.0
new_ev_2315_0,0.0
new_ev_2316_0,0.0
new_ev_2316_1,0.0
new_ev_2316_2,0.0
new_ev_2316_3,0.0
new_ev_2316_4,0.0
new_ev_2316_5,0.0
new_ev_2318_0,0.0
new_ev_2318_1,0.0
new_ev_2318_2,42.0
new_ev_2319_0,0.0
new_ev_2319_1,0.0
new_ev_2319_2,121.0
new_ev_2319_3,0.0
new_ev_231_0,41.0
new_ev_2321_0,0.0
new_ev_2321_1,94.0
new_ev_2324_0,0.0
new_ev_2325_0,0.0
new_ev_2325_1,0.0
new_ev_2326_0,0.0
new_ev_2326_1,0.0
new_ev_2326_2,0.0
new_ev_2326_3,0.0
new_ev_2326_4,0.0
new_ev_2326_5,94.0
new_ev_2327_0,55.0
new_ev_2327_1,0.0
new_ev_2328_0,150.0
new_ev_2328_1,150.0
new_ev_2328_2,150.0
new_ev_2328_3,150.0
new_ev_2328_4,150.0
new_ev_2328_5,68.0
new_ev_2328_6,0.0
new_ev_2329_0,25.0
new_ev_2331_0,0.0
new_ev_2331_1,24.0
new_ev_2331_2,0.0
new_ev_2332_0,150.0
new_ev_2332_1,150.0
new_ev_2333_0,150.0
new_ev_2333_1,0.0
new_ev_2333_2,0.0
new_ev_2333_3,70.0
new_ev_2333_4,150.0
new_ev_2333_5,150.0
new_ev_2334_0,49.0
new_ev_2334_1,149.0
new_ev_2335_0,113.0
new_ev_2335_1,0.0
new_ev_2337_0,113.0
new_ev_2337_1,0.0
new_ev_2338_0,0.0
new_ev_2339_0,0.0
new_ev_2339_1,0.0
new_ev_2339_2,0.0
new_ev_233_0,0.0
new_ev_233_1,0.0
new_ev_233_2,0.0
new_ev_233_3,0.0
new_ev_233_4,35.0
new_ev_2340_0,150.0
new_ev_2340_1,150.0
new_ev_2340_2,150.0
new_ev_2340_3,150.0
new_ev_2340_4,150.0
new_ev_2340_5,150.0
new_ev_2340_6,150.0
new_ev_2341_0,150.0
new_ev_2342_0,150.0
new_ev_2342_1,150.0
new_ev_2342_2,14.0
new_ev_2342_3,0.0
new_ev_2342_4,150.0
new_ev_2344_0,0.0
new_ev_2344_1,38.0
new_ev_2345_0,0.0
new_ev_2348_0,0.0
new_ev_2348_1,89.0
new_ev_2349_0,0.0
new_ev_2349_1,0.0
new_ev_2349_2,20.0
new_ev_234_0,0.0
new_ev_234_1,65.0
new_ev_2350_0,150.0
new_ev_2350_1,150.0
new_ev_2350_2,150.0
new_ev_2351_0,150.0
new_ev_2351_1,150.0
new_ev_2351_2,150.0
new_ev_2351_3,150.0
new_ev_2351_4,150.0
new_ev_2351_5,150.0
new_ev_2351_6,150.0
new_ev_2352_0,0.0
new_ev_2352_1,0.0
new_ev_2352_2,34.0
new_ev_2352_3,0.0
new_ev_2353_0,31.0
new_ev_2353_1,0.0
new_ev_2353_2,150.0
new_ev_2354_0,0.0
new_ev_2354_1,150.0
new_ev_2354_2,62.0
new_ev_2354_3,0.0
new_ev_2356_0,0.0
new_ev_2356_1,150.0
new_ev_2356_2,0.0
new_ev_2356_3,144.0
new_ev_2358_0,29.0
new_ev_2358_1,150.0
new_ev_2358_2,0.0
new_ev_2358_3,0.0
new_ev_2358_4,0.0
new_ev_2359_0,0.0
new_ev_2359_1,0.0
new_ev_2359_2,0.0
new_ev_2359_3,43.0
new_ev_235_0,130.0
new_ev_235_1,0.0
new_ev_235_2,0.0
new_ev_2360_0,150.0
new_ev_2360_1,150.0
new_ev_2360_2,70.0
new_ev_2360_3,0.0
new_ev_2363_0,0.0
new_ev_2363_1,104.0
new_ev_2364_0,150.0
new_ev_2364_1,150.0
new_ev_2364_2,150.0
new_ev_2364_3,26.0
new_ev_2364_4,0.0
new_ev_2364_5,0.0
new_ev_2365_0,116.0
new_ev_2365_1,150.0
new_ev_2365_2,0.0
new_ev_2366_0,150.0
new_ev_2366_1,150.0
new_ev_2366_2,150.0
new_ev_2366_3,150.0
new_ev_2368_0,8.0
new_ev_2369_0,150.0
new_ev_2369_1,150.0
new_ev_236_0,0.0
new_ev_2371_0,150.0
new_ev_2371_1,150.0
new_ev_2371_2,150.0
new_ev_2372_0,17.0
new_ev_2372_1,149.0
new_ev_2373_0,0.0
new_ev_2373_1,0.0
new_ev_2373_2,0.0
new_ev_2373_3,0.0
new_ev_2373_4,79.0
new_ev_2374_0,150.0
new_ev_2374_1,150.0
new_ev_2376_0,23.0
new_ev_2377_0,150.0
new_ev_2377_1,101.0
new_ev_2377_2,0.0
new_ev_2377_3,150.0
new_ev_2377_4,0.0
new_ev_2382_0,150.0
new_ev_2382_1,150.0
new_ev_2382_2,150.0
new_ev_2384_0,48.0
new_ev_2384_1,0.0
new_ev_2384_2,0.0
new_ev_2385_0,0.0
new_ev_2385_1,0.0
new_ev_2385_2,0.0
new_ev_2385_3,0.0
new_ev_2385_4,0.0
new_ev_2385_5,0.0
new_ev_2385_6,0.0
new_ev_2386_0,0.0
new_ev_2386_1,0.0
new_ev_2386_2,0.0
new_ev_2386_3,0.0
new_ev_2386_4,0.0
new_ev_2386_5,150.0
new_ev_2386_6,81.0
new_ev_2386_7,0.0
new_ev_2387_0,10.0
new_ev_2387_1,0.0
new_ev_2387_2,0.0
new_ev_2390_0,37.0
new_ev_2390_1,150.0
new_ev_2390_2,0.0
new_ev_2394_0,150.0
new_ev_2395_0,0.0
new_ev_2395_1,134.0
new_ev_2396_0,150.0
new_ev_2398_0,0.0
new_ev_2398_1,0.0
new_ev_2398_2,29.0
new_ev_2398_3,0.0
new_ev_2398_4,0.0
new_ev_2399_0,0.0
new_ev_2399_1,0.0
new_ev_2399_2,0.0
new_ev_2399_3,0.0
new_ev_2399_4,101.0
new_ev_2399_5,0.0
new_ev_2399_6,0.0
new_ev_2401_0,150.0
new_ev_2401_1,150.0
new_ev_2401_2,150.0
new_ev_2401_3,150.0
new_ev_2402_0,25.0
new_ev_2402_1,0.0
new_ev_2403_0,0.0
new_ev_2403_1,50.0
new_ev_2403_2,150.0
new_ev_2403_3,0.0
new_ev_2404_0,0.0
new_ev_2404_1,92.0
new_ev_2404_2,0.0
new_ev_2404_3,0.0
new_ev_2404_4,0.0
new_ev_2404_5,0.0
new_ev_2404_6,0.0
new_ev_2404_7,0.0
new_ev_2404_8,0.0
new_ev_2404_9,0.0
new_ev_2407_0,9.0
new_ev_2408_0,150.0
new_ev_2408_1,150.0
new_ev_2411_0,150.0
new_ev_2411_1,150.0
new_ev_2411_2,150.0
new_ev_2412_0,150.0
new_ev_2412_1,150.0
new_ev_2412_2,150.0
new_ev_2413_0,150.0
new_ev_2413_1,150.0
new_ev_2414_0,0.0
new_ev_2414_1,0.0
new_ev_2414_2,0.0
new_ev_2414_3,0.0
new_ev_2414_4,0.0
new_ev_2414_5,75.0
new_ev_2415_0,25.0
new_ev_2415_1,0.0
new_ev_2418_0,7.0
new_ev_2423_0,150.0
new_ev_2423_1,150.0
new_ev_2423_2,150.0
new_ev_2423_3,150.0
new_ev_2423_4,150.0
new_ev_2424_0,150.0
new_ev_2424_1,150.0
new_ev_2424_2,150.0
new_ev_2427_0,150.0
new_ev_2427_1,150.0
new_ev_2427_2,150.0
new_ev_2427_3,150.0
new_ev_2427_4,150.0
new_ev_2427_5,150.0
new_ev_2429_0,150.0
new_ev_242_0,10.0
new_ev_2430_0,0.0
new_ev_2430_1,0.0
new_ev_2430_2,25.0
new_ev_2430_3,0.0
new_ev_2430_4,0.0
new_ev_2430_5,150.0
new_ev_2430_6,150.0
new_ev_2431_0,76.0
new_ev_2431_1,150.0
new_ev_2431_2,0.0
new_ev_2431_3,0.0
new_ev_2431_4,0.0
new_ev_2432_0,49.0
new_ev_2434_0,150.0
new_ev_2434_1,150.0
new_ev_2438_0,150.0
new_ev_2438_1,51.0
new_ev_2439_0,150.0
new_ev_2439_1,76.0
new_ev_2439_2,150.0
new_ev_2439_3,0.0
new_ev_2441_0,108.0
new_ev_2443_0,92.0
new_ev_2443_1,0.0
new_ev_2443_10,0.0
new_ev_2443_11,0.0
new_ev_2443_2,0.0
new_ev_2443_3,0.0
new_ev_2443_4,0.0
new_ev_2443_5,0.0
new_ev_2443_6,0.0
new_ev_2443_7,0.0
new_ev_2443_8,0.0
new_ev_2443_9,0.0
new_ev_2444_0,7.0
new_ev_2446_0,8.0
new_ev_2447_0,150.0
new_ev_2447_1,150.0
new_ev_2447_2,150.0
new_ev_2447_3,150.0
new_ev_2448_0,0.0
new_ev_2448_1,0.0
new_ev_2448_2,126.0
new_ev_2448_3,0.0
new_ev_2448_4,0.0
new_ev_2448_5,0.0
new_ev_2448_6,0.0
new_ev_244_0,150.0
new_ev_244_1,150.0
new_ev_244_2,150.0
new_ev_244_3,150.0
new_ev_2450_0,0.0
new_ev_2450_1,150.0
new_ev_2450_2,0.0
new_ev_2450_3,0.0
new_ev_2450_4,141.0
new_ev_2451_0,150.0
new_ev_2451_1,0.0
new_ev_2451_2,0.0
new_ev_2451_3,150.0
new_ev_2451_4,0.0
new_ev_2451_5,0.0
new_ev_2451_6,10.0
new_ev_2452_0,11.0
new_ev_2453_0,22.0
new_ev_2453_1,0.0
new_ev_2453_2,0.0
new_ev_2453_3,150.0
new_ev_2454_0,32.0
new_ev_2454_1,0.0
new_ev_2454_2,0.0
new_ev_2454_3,0.0
new_ev_2454_4,0.0
new_ev_2454_5,0.0
new_ev_2454_6,0.0
new_ev_2454_7,0.0
new_ev_2454_8,0.0
new_ev_2459_0,150.0
new_ev_2459_1,11.0
new_ev_2459_2,0.0
new_ev_2459_3,0.0
new_ev_245_0,0.0
new_ev_2462_0,0.0
new_ev_2462_1,87.0
new_ev_2463_0,150.0
new_ev_2463_1,150.0
new_ev_2463_2,150.0
new_ev_2463_3,135.0
new_ev_2464_0,150.0
new_ev_2464_1,52.0
new_ev_2468_0,0.0
new_ev_2468_1,0.0
new_ev_2468_2,0.0
new_ev_2468_3,0.0
new_ev_2468_4,19.0
new_ev_246_0,61.0
new_ev_246_1,150.0
new_ev_246_2,0.0
new_ev_246_3,0.0
new_ev_2470_0,150.0
new_ev_2470_1,150.0
new_ev_2470_2,150.0
new_ev_2471_0,150.0
new_ev_2471_1,33.0
new_ev_2472_0,128.0
new_ev_2472_1,150.0
new_ev_2473_0,0.0
new_ev_2473_1,15.0
new_ev_2474_0,150.0
new_ev_2474_1,150.0
new_ev_2474_2,150.0
new_ev_2474_3,150.0
new_ev_2474_4,150.0
new_ev_2475_0,150.0
new_ev_2475_1,150.0
new_ev_2475_2,150.0
new_ev_2475_3,150.0
new_ev_2477_0,150.0
new_ev_2477_1,150.0
new_ev_2477_2,150.0
new_ev_2478_0,31.0
new_ev_2478_1,0.0
new_ev_2478_2,0.0
new_ev_2478_3,0.0
new_ev_2480_0,27.0
new_ev_2480_1,0.0
new_ev_2480_2,0.0
new_ev_2480_3,0.0
new_ev_2481_0,25.0
new_ev_2481_1,149.0
new_ev_2482_0,55.0
new_ev_2482_1,0.0
new_ev_2483_0,24.0
new_ev_2483_1,150.0
new_ev_2483_2,0.0
new_ev_2484_0,0.0
new_ev_2484_1,0.0
new_ev_2484_2,0.0
new_ev_2484_3,66.0
new_ev_2484_4,0.0
new_ev_2485_0,124.0
new_ev_2485_1,150.0
new_ev_2485_2,0.0
new_ev_2485_3,0.0
new_ev_2485_4,0.0
new_ev_2486_0,60.0
new_ev_2486_1,150.0
new_ev_2486_2,0.0
new_ev_2486_3,0.0
new_ev_2486_4,0.0
new_ev_2486_5,0.0
new_ev_2487_0,0.0
new_ev_2487_1,0.0
new_ev_2487_2,24.0
new_ev_2489_0,20.0
new_ev_2489_1,0.0
new_ev_2489_2,150.0
new_ev_248_0,0.0
new_ev_248_1,63.0
new_ev_248_2,150.0
new_ev_2491_0,0.0
new_ev_2491_1,150.0
new_ev_2491_2,150.0
new_ev_2491_3,0.0
new_ev_2491_4,0.0
new_ev_2491_5,76.0
new_ev_2492_0,0.0
new_ev_2492_1,82.0
new_ev_2493_0,0.0
new_ev_2493_1,30.0
new_ev_2493_2,0.0
new_ev_2493_3,0.0
new_ev_2495_0,64.0
new_ev_2496_0,0.0
new_ev_2496_1,0.0
new_ev_2497_0,143.0
new_ev_2497_1,150.0
new_ev_2497_2,150.0
new_ev_2497_3,150.0
new_ev_2497_4,150.0
new_ev_2498_0,41.0
new_ev_249_0,0.0
new_ev_249_1,0.0
new_ev_249_2,17.0
new_ev_249_3,150.0
new_ev_249_4,150.0
new_ev_2500_0,0.0
new_ev_2500_1,0.0
new_ev_2500_2,0.0
new_ev_2500_3,72.0
new_ev_2501_0,0.0
new_ev_2501_1,0.0
new_ev_2501_2,105.0
new_ev_2501_3,150.0
new_ev_2501_4,150.0
new_ev_2503_0,150.0
new_ev_2503_1,150.0
new_ev_2504_0,150.0
new_ev_2504_1,0.0
new_ev_2504_2,0.0
new_ev_2504_3,0.0
new_ev_2504_4,0.0
new_ev_2504_5,0.0
new_ev_2504_6,0.0
new_ev_2504_7,21.0
new_ev_2504_8,0.0
new_ev_2504_9,0.0
new_ev_2505_0,150.0
new_ev_2505_1,150.0
new_ev_2507_0,0.0
new_ev_2507_1,75.0
new_ev_2507_2,0.0
new_ev_2507_3,0.0
new_ev_250_0,0.0
new_ev_250_1,89.0
new_ev_2511_0,0.0
new_ev_2511_1,0.0
new_ev_2511_2,0.0
new_ev_2511_3,79.0
new_ev_2512_0,150.0
new_ev_2513_0,0.0
new_ev_2513_1,0.0
new_ev_2513_2,36.0
new_ev_2513_3,150.0
new_ev_2514_0,150.0
new_ev_2514_1,150.0
new_ev_2514_2,150.0
new_ev_2515_0,150.0
new_ev_2515_1,150.0
new_ev_2515_2,150.0
new_ev_2515_3,150.0
new_ev_2515_4,150.0
new_ev_2515_5,150.0
new_ev_2515_6,150.0
new_ev_2516_0,150.0
new_ev_2516_1,150.0
new_ev_2517_0,150.0
new_ev_2517_1,82.0
new_ev_2518_0,150.0
new_ev_2518_1,150.0
new_ev_2518_2,150.0
new_ev_2518_3,150.0
new_ev_2518_4,150.0
new_ev_2518_5,150.0
new_ev_2518_6,150.0
new_ev_2519_0,0.0
new_ev_2519_1,0.0
new_ev_2519_2,24.0
new_ev_2519_3,0.0
new_ev_2519_4,0.0
new_ev_251_0,0.0
new_ev_251_1,75.0
new_ev_2520_0,23.0
new_ev_2520_1,150.0
new_ev_2520_2,0.0
new_ev_2520_3,0.0
new_ev_2520_4,0.0
new_ev_2521_0,150.0
new_ev_2522_0,135.0
new_ev_2522_1,0.0
new_ev_2522_2,0.0
new_ev_2524_0,150.0
new_ev_2524_1,3.0
new_ev_2525_0,0.0
new_ev_2525_1,150.0
new_ev_2525_2,98.0
new_ev_2525_3,0.0
new_ev_2526_0,18.0
new_ev_2528_0,0.0
new_ev_2528_1,0.0
new_ev_2528_2,0.0
new_ev_2528_3,14.0
new_ev_2529_0,35.0
new_ev_2529_1,0.0
new_ev_252_0,0.0
new_ev_252_1,3.0
new_ev_2531_0,0.0
new_ev_2531_1,0.0
new_ev_2531_2,0.0
new_ev_2531_3,83.0
new_ev_2532_0,0.0
new_ev_2532_1,150.0
new_ev_2532_2,37.0
new_ev_2535_0,0.0
new_ev_2535_1,37.0
new_ev_2536_0,150.0
new_ev_2536_1,0.0
new_ev_2536_2,96.0
new_ev_2537_0,0.0
new_ev_2537_1,86.0
new_ev_2538_0,0.0
new_ev_2538_1,0.0
new_ev_2538_2,0.0
new_ev_2538_3,0.0
new_ev_2538_4,58.0
new_ev_2539_0,150.0
new_ev_2539_1,150.0
new_ev_2539_2,150.0
new_ev_2539_3,150.0
new_ev_2539_4,150.0
new_ev_253_0,0.0
new_ev_253_1,0.0
new_ev_253_2,150.0
new_ev_253_3,84.0
new_ev_253_4,0.0
new_ev_253_5,0.0
new_ev_253_6,0.0
new_ev_2540_0,150.0
new_ev_2540_1,150.0
new_ev_2541_0,150.0
new_ev_2541_1,150.0
new_ev_2543_0,36.0
new_ev_2543_1,0.0
new_ev_2544_0,150.0
new_ev_2544_1,70.0
new_ev_2547_0,150.0
new_ev_2547_1,150.0
new_ev_2547_2,150.0
new_ev_254_0,150.0
new_ev_254_1,49.0
new_ev_254_2,0.0
new_ev_254_3,0.0
new_ev_2554_0,0.0
new_ev_2554_1,150.0
new_ev_2554_2,9.0
new_ev_2554_3,0.0
new_ev_2555_0,97.0
new_ev_2556_0,0.0
new_ev_2556_1,150.0
new_ev_2556_2,102.0
new_ev_2559_0,150.0
new_ev_2559_1,0.0
new_ev_2559_2,12.0
new_ev_2559_3,0.0
new_ev_255_0,0.0
new_ev_255_1,2.0
new_ev_255_2,0.0
new_ev_255_3,0.0
new_ev_255_4,0.0
new_ev_2560_0,150.0
new_ev_2560_1,150.0
new_ev_2560_2,0.0
new_ev_2560_3,0.0
new_ev_2560_4,0.0
new_ev_2560_5,0.0
new_ev_2560_6,9.0
new_ev_2560_7,150.0
new_ev_2560_8,0.0
new_ev_2560_9,0.0
new_ev_2561_0,81.0
new_ev_2561_1,0.0
new_ev_2561_2,0.0
new_ev_2561_3,150.0
new_ev_2562_0,0.0
new_ev_2562_1,150.0
new_ev_2562_2,48.0
new_ev_2563_0,146.0
new_ev_2569_0,150.0
new_ev_2569_1,150.0
new_ev_2569_2,150.0
new_ev_2569_3,150.0
new_ev_2569_4,150.0
new_ev_256_0,0.0
new_ev_256_1,78.0
new_ev_2572_0,150.0
new_ev_2572_1,150.0
new_ev_2572_2,150.0
new_ev_2572_3,141.0
new_ev_2572_4,0.0
new_ev_2574_0,131.0
new_ev_2576_0,150.0
new_ev_2576_1,150.0
new_ev_2576_2,150.0
new_ev_2576_3,150.0
new_ev_2577_0,0.0
new_ev_2577_1,7.0
new_ev_2577_2,150.0
new_ev_2577_3,150.0
new_ev_2577_4,150.0
new_ev_2577_5,0.0
new_ev_2578_0,150.0
new_ev_2578_1,135.0
new_ev_2578_2,150.0
new_ev_2579_0,0.0
new_ev_2579_1,150.0
new_ev_257_0,0.0
new_ev_257_1,0.0
new_ev_257_2,0.0
new_ev_257_3,132.0
new_ev_257_4,150.0
new_ev_2580_0,150.0
new_ev_2580_1,150.0
new_ev_2580_2,150.0
new_ev_2580_3,150.0
new_ev_2580_4,150.0
new_ev_2581_0,0.0
new_ev_2581_1,0.0
new_ev_2581_2,0.0
new_ev_2581_3,0.0
new_ev_2581_4,0.0
new_ev_2582_0,0.0
new_ev_2582_1,8.0
new_ev_2583_0,150.0
new_ev_2583_1,150.0
